,jobCode,synteza,nazwa_zawodu
2143,411002,Wykonuje czynności związane z meldowaniem i wymeldowaniem osób oraz wydawaniem dowodów osobistych.,Pracownik do spraw ewidencji ludności
2144,331201,"Odpowiada za aktywną sprzedaż kredytów gotówkowych oraz innych produktów bankowych;
zajmuje się przygotowywaniem i weryfikacją standardowych umów kredytowych i dokumentacji prawnej zabezpieczeń kredytu;
zapewnia sprawną obsługą klientów w zakresie oferowanych kredytów;
współpracuje z doradcami kredytowymi oraz właściwymi jednostkami w zakresie sprawnego administrowania kredytów.",Pracownik do spraw kredytów
2145,342310,"Prowadzi sprawy związane z realizacją zadań na terenie jednostek samorządu terytorialnego w zakresie wychowania fizycznego, sportu i rekreacji ruchowej;
realizuje uchwały dotyczące kultury fizycznej oraz programy i plany imprez sportowych i rekreacyjnych organizowanych przez różne organizacje;
promuje kulturę fizyczną i sport;
organizuje i imprezy sportowe i rekreacyjne.",Pracownik do spraw kultury fizycznej i sportu
2146,441501,"Pracownik do spraw osobowych wykonuje prace związane z obsługą kadrową pracowników.
Pracownik do spraw osobowych jest zawodem o charakterze biurowym i usługowym. Do jego głównych zadań należy prowadzenie dokumentacji osobowej pracowników, przygotowywanie umów o pracę, umów cywilnoprawnych oraz wszelkich dokumentów związanych z rekrutacją i zwolnieniem pracowników oraz gromadzenie w aktach osobowych informacji na temat pracowników. Do obowiązków pracownika do spraw osobowych należy dokumentowanie: szkoleń BHP i innych odbywanych przez pracowników, ewidencjonowanie czasu pracy, urlopów, prowadzenie spraw ZUS w zakresie rejestrowania i wyrejestrowania pracownika. Pracownik do spraw osobowych aktualizuje dane personalne oraz archiwizuje je i zabezpiecza dokumentację w sposób uniemożliwiający wgląd osób postronnych, zgodnie z ustawą o ochronie danych osobowych.",Pracownik do spraw osobowych
2147,331202,"Odpowiada za obsługę procesu udzielania pożyczek w instytucji pożyczkowej nie będącej bankiem;
zajmuje się analizą dokumentów wymaganych w procesie pożyczkowym oraz rekomenduje decyzje dotyczące przyznawania pożyczki.",Pracownik do spraw pożyczek
2148,331104,"Odpowiada za dostarczenie klientom propozycji produktów finansowych;
zajmuje się badaniem rynku i konkurencji w celu opracowania propozycji produktów finansowych dopasowanych o profilu i potrzeb klienta;
realizuje założone plany biznesowe i dąży do osiągnięcia postawionych celów sprzedażowych produktów i usług finansowych.",Pracownik do spraw produktów finansowych
2149,441502,"Gospodaruje środkami finansowymi i pozafinansowymi zakładowego funduszu świadczeń socjalnych w zakładach pracy, przedsiębiorstwach, firmach i instytucjach; zleca dofinansowanie działalności kulturalno-oświatowej i rekreacyjnej; realizuje wnioski o przyznanie zapomóg materialnych bezzwrotnych i losowych lub rzeczowych, dopłat do wypoczynku dla pracowników i ich dzieci; przydziela pracownikom pomoc rzeczową tzw. bonusy; ewidencjonuje wysokość świadczeń przyznanych pracownikom firmy; gromadzi dokumentację dotyczącą świadczeń socjalnych.",Pracownik do spraw socjalnych
2150,431201,"Wykonuje, pod kierunkiem asystentów statystycznych, prace pomocnicze związane z organizacją i prowadzeniem badań statystycznych oraz opracowywaniem danych, udostępnianiem i upowszechnianiem informacji statystycznej.",Pracownik do spraw statystyki
2151,431202,"Pracownik do spraw ubezpieczeń uczestniczy w zawieraniu z klientem umowy ubezpieczenia i/lub obsługuje klienta w zakresie zawartych umów.
Pracownik do spraw ubezpieczeń jest zawodem o charakterze biurowym i usługowym. Najczęściej zatrudniany jest w agencjach i multiagencjach ubezpieczeniowych, przedsiębiorstwach brokerów ubezpieczeniowych, w salonach samochodowych lub bezpośrednio w zakładach ubezpieczeń. Celem jego pracy jest pośredniczenie w zawieraniu umów ubezpieczenia, a jednym z głównych zadań jest obsługa klienta. Pracownik do spraw ubezpieczeń na podstawie informacji otrzymanych od klienta przygotowuje oferty ubezpieczenia, przedstawia je klientowi i pośredniczy w zawieraniu umowy ubezpieczenia – wprowadzając dane do wniosku lub/i polisy ubezpieczeniowej oraz wystawiając stosowny dokument. Prowadzi i archiwizuje dokumentację ubezpieczeniową. Pracownik do spraw ubezpieczeń monitoruje terminy odnowienia zawartych umów ubezpieczenia, wprowadza zmiany zgodnie z dyspozycjami klienta, wydaje zaświadczenia dotyczące historii przebiegu umowy. Do jego zadań należy administrowanie bazą danych klientów i wykorzystanie tej bazy do celów promocyjnych poprzez korespondencyjny, telefoniczny lub bezpośredni kontakt z klientem.",Pracownik do spraw ubezpieczeń
2152,334401,"Odpowiada za obsługę procesu zawarcia umowy ubezpieczenia medycznego;
zajmuje się kompleksową obsługą ubezpieczeń medycznych, w tym prowadzeniem dokumentacji ubezpieczeniowej klienta.",Pracownik do spraw ubezpieczeń medycznych
2153,333104,"Pracownik działu logistyki uczestniczy w obsłudze ogniwa lub ogniw łańcucha dostaw towarów oraz gromadzi i przygotowuje informacje (dane) dotyczące procesów logistycznych.
Pracownik działu logistyki zajmuje się planowaniem i obsługą procesów zaopatrzenia, produkcji, magazynowania, dystrybucji i odpowiada za zapewnienie odpowiedniej jakości usługi satysfakcjonującej klienta przy możliwie najniższych kosztach logistycznych. Do obowiązków pracownika działu logistyki należy również gromadzenie, przygotowywanie i prezentowanie danych oraz wskaźników do oceny i doskonalenia procesów logistycznych. Pracownik działu logistyki sporządza dokumentację procesów logistycznych. Wykonywanie tego zawodu wiąże się z nawiązywaniem i prowadzeniem współpracy z dostawcami i klientami przedsiębiorstwa. Pracownik działu logistyki sporządza protokoły niezgodności w zakresie prawidłowości i terminowości dostaw. Osoba wykonująca ten zawód może być zatrudniana w różnych sektorach gospodarki w przedsiębiorstwach produkcyjnych, handlowych i usługowych.",Pracownik działu logistyki
2154,343302,"Zapewnia właściwe warunki zwiedzania i korzystania ze zbiorów w muzeach i galeriach;
czuwa nad stanem zachowania obiektów i ich prawidłowego eksponowania;
bierze udział jako pracownik pomocniczy w urządzaniu ekspozycji zabytków, dzieł sztuki i nowych nabytków muzeum lub galerii;
pomaga w przygotowywaniu wystaw organizowanych przez muzeum lub w muzeum;
obsługuje grupy zorganizowane zwiedzających ekspozycję.",Pracownik galerii / muzeum
2155,422502,"Informuje klientów o typowych usługach turystycznych i specjalistycznych, atrakcjach podróży, walorach krajobrazowych miejsca pobytu oraz o warunkach świadczenia usług - wykorzystując gromadzone oferty, informatory, mapy, przewodniki i inne materiały oraz doświadczenia własne.",Pracownik informacji turystycznej
2156,421301,"Zajmuje się sprzedażą produktów finansowych znajdujących się w ofercie instytucji pożyczkowej; prowadzi kompleksową obsługę klientów, tj. prezentuje ofertę, sprzedaje produkty finansowe, monitoruje terminowość spłat, prowadzi rozliczenie końcowe i zamyka spłatę udzielonej pożyczki; odpowiada za utrzymywanie kontaktów z klientami także w okresie spłaty, a w przypadku zalegania ze spłatą podejmuje działania windykacyjne.",Pracownik instytucji pożyczkowej
2157,411003,"Pracownik kancelaryjny przyjmuje, rozdziela i ekspediuje korespondencję oraz obsługuje interesantów.
Pracownik kancelaryjny jest zawodem o charakterze biurowym. Celem pracy pracownika kancelaryjnego jest przyjmowanie, rozdzielanie i wysyłanie korespondencji oraz przesyłek, a także udzielanie informacji interesantom. Odpowiedzialny jest za prowadzenie rejestru korespondencji przychodzącej i wychodzącej, rejestru pism wewnętrznych oraz monitorowanie prawidłowego obiegu dokumentów. Czynności kancelaryjne wykonywane są w systemie elektronicznym lub tradycyjnym. Pracownik kancelaryjny sprawdza prawidłowość przychodzącej korespondencji pod względem adresu, zawartości oraz uszkodzeń, Wykonuje wstępną selekcję poczty elektronicznej, umieszcza na niej identyfikator oraz przekazuje do merytorycznych komórek organizacyjnych. Do jego zadań należy również przekazywanie korespondencji wewnątrz instytucji zgodnie z dekretacją. Pracownik kancelaryjny kontroluje kompletność korespondencji wysyłanej, sprawdza, czy pismo jest podpisane i zawiera konieczne załączniki oraz czy ma znak i datę. Odciska niezbędne pieczęcie i adresuje. Udziela informacji interesantom, a w razie potrzeby kieruje ich do właściwych komórek organizacyjnych.",Pracownik kancelaryjny
2158,421203,"Zawiera umowy na uczestniczenie grających w grach liczbowych lub zakładach wzajemnych, prowadzonych według obowiązującego regulaminu danej gry lub zakładu wzajemnego.",Pracownik kolektury
2159,421302,"Pracownik lombardu udziela pożyczek pieniężnych pod zastaw.
Pracownik lombardu jest zawodem o charakterze usługowo-handlowym. Celem jego pracy jest udzielanie pożyczek pieniężnych pod zastaw przedmiotów określonych przez lombard. Do zadań pracownika lombardu należy przedstawienie klientowi warunków udzielenia pożyczki, sprawdzenie zastawianych przedmiotów pod względem autentyczności, ocena ich stopnia zużycia, stanu technicznego oraz wycena ich wartości. Pracownik lombardu zawiera umowę pożyczki w formie pisemnej. Zabezpiecza przyjęte zastawy przed kradzieżą oraz uszkodzeniem. Prowadzi ewidencję udzielanych pożyczek i zastawionych przedmiotów. Sprawdza, czy warunki umowy zostały dotrzymane, jeśli nie – (pożyczka nie została spłacona w terminie) realizuje umowę zastawu, tzn. prowadzi sprzedaż rzeczy zastawionych.",Pracownik lombardu
2160,311906,"Odpowiada za kontrolę bankomatów zgodnie z procedurami bankowymi w tym zakresie;
zajmuje się monitorowaniem stanu działania bankomatów zlokalizowanych w danym regionie.",Pracownik obsługi bankomatów
2161,351405,"Zajmuje się prowadzeniem kampanii marketingowych z wykorzystaniem poczty elektronicznej (e-mail); odpowiada za realizację strategii marketingu online; planuje i realizacje działania marketingowe dla klientów; podejmuje działania na rzecz pozyskiwania leadów, tj.: danych kontaktowych do konkretnych osób pozyskiwanych przez przedsiębiorstwa w celu przeprowadzania dalszych działań sprzedażowych w formule e-mail marketing.",Pracownik obsługi kampanii e-mailowych
2162,331203,"Pracownik obsługi klienta instytucji finansowej wykonuje zadania w zakresie sprzedaży produktów bankowych i zajmuje się kompleksową obsługą posprzedażową.
Pracownik obsługi klienta instytucji finansowej jest zawodem o charakterze usługowym. Pracownik obsługi klienta instytucji finansowej należy do średniego personelu do spraw finansowych. Celem jego pracy jest obsługa klientów indywidualnych i instytucjonalnych. Wyjaśnia, doradza, a także przyjmuje reklamacje klientów. Oferuje produkty i usługi bankowe klientom banku oraz pozyskuje nowych klientów. Wykonuje operacje gotówkowe i bezgotówkowe. Gromadzi i porządkuje dokumentację niezbędną do wykonywania transakcji. Sporządza dokumenty, sprawozdania, posługuje się oprogramowaniem bankowym.",Pracownik obsługi klienta instytucji finansowej
2163,541317,"Pracownik obsługi monitoringu obserwuje i rejestruje zdarzenia za pomocą urządzeń monitorujących.
Pracownik obsługi monitoringu jest zawodem o charakterze usługowym. Celem jego pracy jest zapobieganie przestępstwom i wykroczeniom, a także doprowadzenie, we współpracy z pracownikami ochrony, służbami (policją, strażą miejską) do ujęcia/zatrzymania ich sprawców oraz pozyskania materiału dowodowego. Praca pracownika obsługi monitoringu pozwala także na szybką reakcję straży pożarnej, pogotowia ratunkowego i służb technicznych w przypadku pożarów, nagłych zasłabnięć, awarii maszyn lub urządzeń, kolizji, wypadków drogowych i innych przypadków losowych. Pracownik obsługi monitoringu za pomocą systemu kamer i innych elektronicznych systemów łączności (wizyjnej, radiowej, telefonicznej, satelitarnej i Internetu) obserwuje na wyznaczonym terenie w czasie rzeczywistym: ludzi, obiekty, pojazdy, sytuacje i inne zdarzenia. Do jego obowiązków należy kontrolowanie sprawności obsługiwanych urządzeń i powiadamianie techników o zauważonych usterkach i awariach. Pracownik obsługi monitoringu rejestruje, rozpoznaje, analizuje, selekcjonuje oraz samodzielnie ocenia i interpretuje obserwowane zdarzenia i decyduje o podjęciu działań zgodnie z ustalonymi procedurami.",Pracownik obsługi monitoringu
2164,431301,"Pracownik obsługi płacowej realizuje zadania związane z obsługą finansową pracowników w zakresie wynagrodzeń.
Pracownik obsługi płacowej jest zawodem o charakterze biurowym. W zależności od struktury organizacyjnej przedsiębiorstwa pracuje w dziale księgowości, dziale kadr i płac lub w samodzielnej komórce podległej bezpośrednio kierownikowi jednostki. Celem pracy jest bieżące naliczanie składników wynagrodzeń na podstawie o umów zawartych z pracownikami i zleceniobiorcami oraz dodatkowe ewidencje dotyczące czasu pracy. Pracownik obsługi płacowej rozlicza zobowiązania ubezpieczeniowe wobec ZUS oraz podatkowe wobec urzędu skarbowego. Sporządza i przekazuje do ZUS deklaracje należnych składek. Dokonuje rozliczeń wynagrodzenia za okres czasowej niezdolności do pracy, a także świadczenia pieniężnego z ubezpieczenia społecznego i zdrowotnego. Oblicza kwoty do wypłaty dla pracowników oraz generuje polecenia przelewów, które, po zatwierdzeniu przez uprawnioną osobę, zostają przekazane na konta bankowe pracowników. Pracownik obsługi płacowej sporządza roczne informacje o dochodach pracowników i pobranych zaliczkach na podatek dochodowy od osób fizycznych (PIT). Na wniosek pracownika lub innych uprawnionych organów wydaje zaświadczenia o wysokości wynagrodzenia dla różnych celów, w tym emerytalno-rentowych.",Pracownik obsługi płacowej
2165,541307,"Pracownik ochrony fizycznej zapewnia fizyczne bezpieczeństwo osobom i mieniu.
Celem pracy pracownika ochrony fizycznej jest zapewnienie bezpieczeństwa osób i mienia, chronienie przed zamachami przestępczymi, kradzieżą, rabunkiem, zniszczeniem, uszkodzeniem, szkodami wynikającymi z awarii technicznych oraz zakłóceń porządku publicznego, w miejscu realizacji zadań. Do podstawowych zadań pracownika ochrony fizycznej należy uniemożliwienie wejścia – wyjścia osobom niepowołanym i nieupoważnionym oraz wjazdu – wyjazdu samochodów nieupoważnionych, a także patrolowanie nadzorowanego obiektu lub obszaru. Pracownik ochrony fizycznej kontroluje zawartości wjeżdżających i wyjeżdżających pojazdów. Dba aby na terenie chronionym nie przebywały osoby niepożądane. W przypadku zagrożenia zajmuje się ewakuacją, a w przypadku konieczności interwencji, powiadamia właściwe służby wewnętrzne oraz zewnętrzne, takie jak: policja, straż pożarna, pogotowie ratunkowe czy pogotowie gazowe. Zadania realizuje zgodnie z obowiązującymi procedurami z uwzględnieniem aktualnych rejestrów (wykazy osób, firm, samochodów, kluczy, przepustek).",Pracownik ochrony fizycznej
2166,754402,"Wykonuje zabiegi chemiczne stosowane do zwalczania chwastów, chorób i szkodników występujących w roślinach uprawnych, przestrzegając przepisów i instrukcji dotyczących stosowania, przechowywania i transportu środków ochrony roślin.",Pracownik ochrony roślin
2167,313210,Zajmuje się rozpoznawaniem i zabezpieczaniem miejsc zagrożonych obecnością materiałów wybuchowych i niebezpiecznych w sposób zapewniający bezpieczeństwo; monitoruje teren ze względu na możliwość występowania materiałów wybuchowym i niebezpiecznych; odpowiada za oczyszczenie terenu z materiałów wybuchowych i niebezpiecznych zgodnie z obowiązującymi regulacjami w tym zakresie.,Pracownik oczyszczania terenu z materiałów wybuchowych i niebezpiecznych
2168,341301,"Wykonuje zlecone mu przez władzę zwierzchnią czynności o charakterze administracyjnym i społecznym w zakresie, który nie jest zastrzeżony dla duchownego.",Pracownik parafialny
2169,911205,Wykonuje prace związane z przygotowaniem hotelu do przyjęcia gości oraz prace pomocnicze w części gastronomicznej obiektu; wykonuje prace porządkowe na terenie hotelu oraz prace pomocnicze związane z należytym utrzymaniem terenów zieleni i urządzeń rekreacyjnych znajdujących się w otoczeniu obiektu.,Pracownik pomocniczy obsługi hotelowej
